"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033888","IMBRO/A","2023-01-13T20:10:38+01:00","2019-03-04T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.2","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","367.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","540.505","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","12.1","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.67","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2019-03-04","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2019-03-04","0.2","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2019-03-04","75.81","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2019-03-04","950.962","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2019-03-04","1.167","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2019-03-04","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2019-03-04","365.19","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2019-03-04","7.06","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2019-03-04","1.214","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2019-03-04","0.48","mg/l",,,"<","goedgekeurd"
"strontium","1501","Sr","2019-03-04","1166.4","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2019-03-04","3955.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2019-03-04","36.64","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2019-03-04","88.89","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2019-03-04","698.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2019-03-04","15.252","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2019-03-04","335.7","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2019-03-04","1.184","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2019-03-04","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2019-03-04","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2019-03-04","217.53","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2019-03-04","26.04","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2019-03-04","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2019-03-04","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
