"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005516","IMBRO/A","2022-12-09T10:48:14+01:00","1996-11-22T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","12.1","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","223.0","mS/m","goedgekeurd",,,,
,,,,,,,,,
