"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052710","IMBRO/A","2025-04-10T14:02:08+02:00","1997-12-01T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.2","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","1997-12-01","0.91","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1997-12-01","0.87","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1997-12-01","156.5","mS/m",,,,"goedgekeurd"
"ammonium","289","NH4","1997-12-01","0.96","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1997-12-01","87.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1997-12-01","29.99","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1997-12-01","95.04","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1997-12-01","211.3","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1997-12-01","17.7","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","1997-12-01","12.0","ug/l",,,,"goedgekeurd"
"stikstof Kjeldahl","4064","NKj","1997-12-01","2.8","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1997-12-01","5.0","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","1997-12-01","5.0","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1997-12-01","830.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1997-12-01","31.87","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1997-12-01","5.0","ug/l",,,"<","goedgekeurd"
"chloride","508","Cl","1997-12-01","138.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1997-12-01","7.4","1",,,,"goedgekeurd"
"nitraat","1270","NO3","1997-12-01","2.0","mg/l",,,"<","goedgekeurd"
"arseen","310","As","1997-12-01","5.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1997-12-01","0.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1997-12-01","2.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1997-12-01","2.5","ug/l",,,"<","goedgekeurd"
"ijzer","879","Fe","1997-12-01","1200.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
