"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035684","IMBRO/A","2023-01-13T22:05:18+01:00","2018-03-07T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","348.18","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","8.8","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.165","1","goedgekeurd",,,,
"zuurstof","1701","O2","0.6","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","89.0","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2018-03-07","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2018-03-07","0.82","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2018-03-07","74.37","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2018-03-07","67.033","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2018-03-07","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2018-03-07","0.783","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2018-03-07","91.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2018-03-07","7.32","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2018-03-07","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2018-03-07","88.575","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2018-03-07","357.4","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2018-03-07","274.5","ug/l",,,,"goedgekeurd"
"kalium","920","K","2018-03-07","25.34","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2018-03-07","8.861","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2018-03-07","160.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2018-03-07","0.253","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2018-03-07","32.41","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2018-03-07","2.215","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2018-03-07","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2018-03-07","9.415","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2018-03-07","127.8","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2018-03-07","8.31","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2018-03-07","0.108","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2018-03-07","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
