"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035794","IMBRO/A","2023-01-13T22:10:38+01:00","1993-03-18T12:00:00+01:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","4100.0","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","11.2","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.81","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-03-18","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1993-03-18","0.3","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1993-03-18","133.759","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-03-18","14283.514","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-03-18","1.332","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-03-18","1984.119","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-03-18","6022.999","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-03-18","7149.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-03-18","270.807","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-03-18","997.95","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-03-18","602.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-03-18","8305.367","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-03-18","26.156","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-03-18","370.423","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-03-18","3.363","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-03-18","0.102","mg/l",,,,"goedgekeurd"
,,,,,,,,,
