"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033263","IMBRO/A","2023-01-13T19:32:20+01:00","1984-04-06T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1984-04-06","15.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1984-04-06","33.9","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1984-04-06","6.55","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1984-04-06","74.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1984-04-06","0.16","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1984-04-06","69.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1984-04-06","1.7","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1984-04-06","4.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1984-04-06","0.17","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1984-04-06","9.0","mg/l",,,,"goedgekeurd"
"siliciumdioxide","4656","SiO2","1984-04-06","3.6","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1984-04-06","3.8","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1984-04-06","46.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1984-04-06","0.1","mg/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","1984-04-06","0.01","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
