"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013842","IMBRO/A","2023-01-09T12:12:04+01:00","1999-07-01T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"vanadium","1642","V","1999-07-01","0.3","ug/l",,,,"goedgekeurd"
"bromide","391","Br","1999-07-01","1.75","mg/l",,,"<","goedgekeurd"
"zink","1693","Zn","1999-07-01","59.0","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","1999-07-01","266.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1999-07-01","2.5","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","1999-07-01","5.2","ug/l",,,,"goedgekeurd"
"lithium","1115","Li","1999-07-01","4.0","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1999-07-01","0.4","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1999-07-01","0.5","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","1999-07-01","4.7","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1999-07-01","154.9","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","1999-07-01","0.3","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1999-07-01","0.11","mg/l",,,,"goedgekeurd"
"arseen","310","As","1999-07-01","4.6","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1999-07-01","262.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1999-07-01","507.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","1999-07-01","9.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1999-07-01","0.03","mg/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","1999-07-01","18.1","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1999-07-01","154.9","mg/l",,,,"goedgekeurd"
"kalium","920","K","1999-07-01","9.7","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1999-07-01","0.65","mg/l",,,"<","onbeslist"
"fluoride","1853","F","1999-07-01","0.15","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1999-07-01","143.4","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1999-07-01","0.35","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1999-07-01","0.15","mg/l",,,"<","goedgekeurd"
"chloride","508","Cl","1999-07-01","85.9","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1999-07-01","94.8","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1999-07-01","7.22","1",,,,"goedgekeurd"
"natrium","1262","Na","1999-07-01","65.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
