"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013825","IMBRO/A","2023-01-09T12:11:16+01:00","1999-07-01T12:00:00+02:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chroom","517","Cr","1999-07-01","3.8","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1999-07-01","23.0","ug/l",,,,"goedgekeurd"
"vanadium","1642","V","1999-07-01","0.5","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","1999-07-01","347.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1999-07-01","2.5","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","1999-07-01","1.3","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1999-07-01","0.6","ug/l",,,,"goedgekeurd"
"kobalt","527","Co","1999-07-01","1.3","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","1999-07-01","0.3","ug/l",,,"<","goedgekeurd"
"bromide","391","Br","1999-07-01","1.75","mg/l",,,"<","goedgekeurd"
"barium","333","Ba","1999-07-01","100.4","ug/l",,,,"goedgekeurd"
"arseen","310","As","1999-07-01","1.5","ug/l",,,,"goedgekeurd"
"lithium","1115","Li","1999-07-01","3.3","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1999-07-01","5.0","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1999-07-01","19.31","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","1999-07-01","8.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1999-07-01","0.03","mg/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","1999-07-01","17.6","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1999-07-01","100.4","mg/l",,,,"onbeslist"
"kalium","920","K","1999-07-01","8.1","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1999-07-01","2.6","mg/l",,,"<","onbeslist"
"fosfor totaal","4188","Ptot","1999-07-01","0.04","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1999-07-01","87.4","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1999-07-01","0.15","mg/l",,,"<","onbeslist"
"chloride","508","Cl","1999-07-01","109.9","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1999-07-01","115.3","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1999-07-01","7.06","1",,,,"goedgekeurd"
"ijzer","879","Fe","1999-07-01","1.0","ug/l",,,"<","goedgekeurd"
"fluoride","1853","F","1999-07-01","0.15","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
