"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033408","IMBRO/A","2023-01-13T19:40:31+01:00","1991-05-02T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1991-05-02","3698.33","ug/l",,,,"goedgekeurd"
"arseen","310","As","1991-05-02","1.52","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1991-05-02","117.72","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-05-02","6.39","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1991-05-02","0.52","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1991-05-02","1.65","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1991-05-02","60.45","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1991-05-02","7.22","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-05-02","392.23","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-05-02","0.06","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1991-05-02","1.39","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1991-05-02","232.56","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-05-02","6980.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1991-05-02","2.86","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-05-02","14.35","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1991-05-02","90.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1991-05-02","0.09","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1991-05-02","4.79","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1991-05-02","1.17","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1991-05-02","3.09","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1991-05-02","67.91","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1991-05-02","102.06","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1991-05-02","1.92","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1991-05-02","0.03","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1991-05-02","0.11","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
