"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033438","IMBRO/A","2023-01-13T19:42:18+01:00","1993-03-30T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.07","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","57.0","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-03-30","16.188","ug/l",,,,"goedgekeurd"
"arseen","310","As","1993-03-30","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1993-03-30","232.637","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-03-30","6.133","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-03-30","0.093","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-03-30","1.575","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-03-30","226.936","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-03-30","3440.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-03-30","1.642","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-03-30","14.61","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-03-30","59.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-03-30","5.104","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-03-30","45.773","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-03-30","104.212","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-03-30","1.525","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-03-30","0.045","mg/l",,,,"goedgekeurd"
,,,,,,,,,
