"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033443","IMBRO/A","2023-01-13T19:42:35+01:00","1998-04-28T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","11.2","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","413.4","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","63.1","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.95","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1998-04-28","32.376","ug/l",,,,"goedgekeurd"
"arseen","310","As","1998-04-28","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1998-04-28","74.433","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1998-04-28","8.26","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1998-04-28","0.728","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1998-04-28","0.699","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1998-04-28","0.108","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1998-04-28","1.057","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1998-04-28","240.079","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1998-04-28","3692.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1998-04-28","1.564","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1998-04-28","15.437","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1998-04-28","77.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1998-04-28","0.07","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1998-04-28","5.403","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1998-04-28","0.704","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1998-04-28","6.539","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1998-04-28","112.32","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1998-04-28","0.028","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1998-04-28","0.045","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
