"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033332","IMBRO/A","2023-01-13T19:36:16+01:00","2019-04-30T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","6.5","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","83.4","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","345.53","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","12.1","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.98","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2019-04-30","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2019-04-30","0.562","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2019-04-30","35.86","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2019-04-30","47.411","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2019-04-30","1.113","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2019-04-30","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2019-04-30","82.584","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2019-04-30","7.19","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2019-04-30","0.052","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2019-04-30","33.755","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2019-04-30","295.4","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2019-04-30","50.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2019-04-30","2.084","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2019-04-30","7.722","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2019-04-30","4.0","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","2019-04-30","0.064","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2019-04-30","19.66","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2019-04-30","1.824","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2019-04-30","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2019-04-30","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2019-04-30","133.2","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2019-04-30","0.46","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2019-04-30","13.348","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2019-04-30","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
