"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000043942","IMBRO","2024-07-02T12:02:25+02:00","2023-03-30T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","6.4","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","91.5","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.3","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","376.2","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","2023-03-30","6.97","1",,,,"goedgekeurd"
"aluminium","284","Al","2023-03-30","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"ammonium","289","NH4","2023-03-30","0.047","mg/l","0.06","mg/l","<","goedgekeurd"
"arseen","310","As","2023-03-30","0.573","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2023-03-30","39.074","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2023-03-30","0.05","ug/l","0.05","ug/l","<","goedgekeurd"
"calcium","447","Ca","2023-03-30","149.498","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2023-03-30","55.225","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2023-03-30","1.429","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2023-03-30","50.0","ug/l","0.05","ug/l","<","goedgekeurd"
"kalium","920","K","2023-03-30","2.282","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2023-03-30","0.5","ug/l","0.5","ug/l","<","goedgekeurd"
"lood","1116","Pb","2023-03-30","0.2","ug/l","0.2","ug/l","<","goedgekeurd"
"magnesium","1125","Mg","2023-03-30","9.821","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2023-03-30","4.0","ug/l","0.004","ug/l","<","goedgekeurd"
"natrium","1262","Na","2023-03-30","27.668","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2023-03-30","2.377","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2023-03-30","12.114","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2023-03-30","310.101","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2023-03-30","33.382","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2023-03-30","4.0","ug/l","4.0","ug/l","<","goedgekeurd"
,,,,,,,,,
