"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000027008","IMBRO/A","2023-01-13T09:29:39+01:00","1991-09-18T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1991-09-18","30.29","ug/l",,,,"goedgekeurd"
"arseen","310","As","1991-09-18","0.52","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1991-09-18","209.09","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-09-18","328.52","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1991-09-18","0.52","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1991-09-18","1.02","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1991-09-18","162.71","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1991-09-18","6.98","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-09-18","416.02","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-09-18","0.23","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-09-18","0.19","mg/l",,,"<","goedgekeurd"
"strontium","1501","Sr","1991-09-18","672.61","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-09-18","20600.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1991-09-18","2.8","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-09-18","14.24","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1991-09-18","810.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1991-09-18","4.66","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1991-09-18","83.15","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1991-09-18","0.59","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","1991-09-18","0.1","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1991-09-18","7.28","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1991-09-18","208.29","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1991-09-18","5.48","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1991-09-18","0.21","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1991-09-18","0.02","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
