"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058103","IMBRO/A","2025-04-10T22:09:56+02:00","1993-11-22T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1993-11-22","130.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-22","75.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-22","32000.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-22","40.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-22","600.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-22","230.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-22","6.9","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-22","218.0","mS/m",,,,"goedgekeurd"
"ammonium","289","NH4","1993-11-22","11.07","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-22","515.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-11-22","50.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","1993-11-22","15.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-22","0.27","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-22","570.0","mg/l",,,,"onbeslist"
"sulfaat","1508","SO4","1993-11-22","140.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
