"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000043887","IMBRO","2024-07-02T11:59:54+02:00","2023-04-05T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","8.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","86.6","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.99","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.1","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","337.88","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","2023-04-05","7.0","1",,,,"goedgekeurd"
"aluminium","284","Al","2023-04-05","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"ammonium","289","NH4","2023-04-05","0.047","mg/l","0.06","mg/l","<","goedgekeurd"
"arseen","310","As","2023-04-05","0.254","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2023-04-05","33.816","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2023-04-05","0.05","ug/l","0.05","ug/l","<","goedgekeurd"
"calcium","447","Ca","2023-04-05","146.901","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2023-04-05","34.794","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2023-04-05","1.713","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2023-04-05","50.0","ug/l","0.05","ug/l","<","goedgekeurd"
"kalium","920","K","2023-04-05","2.645","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2023-04-05","0.5","ug/l","0.5","ug/l","<","goedgekeurd"
"lood","1116","Pb","2023-04-05","0.2","ug/l","0.2","ug/l","<","goedgekeurd"
"magnesium","1125","Mg","2023-04-05","15.584","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2023-04-05","4.0","ug/l","0.004","ug/l","<","goedgekeurd"
"natrium","1262","Na","2023-04-05","13.337","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2023-04-05","5.346","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2023-04-05","17.281","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2023-04-05","320.825","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2023-04-05","58.068","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2023-04-05","4.0","ug/l","4.0","ug/l","<","goedgekeurd"
,,,,,,,,,
