"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013790","IMBRO/A","2023-01-09T12:09:39+01:00","2011-06-22T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"strontium","1501","Sr","2011-06-22","350.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2011-06-22","30.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2011-06-22","2.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2011-06-22","0.37","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2011-06-22","54.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2011-06-22","0.02","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2011-06-22","0.15","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2011-06-22","1.5","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2011-06-22","0.33","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2011-06-22","0.1","mg/l",,,"<","goedgekeurd"
"lood","1116","Pb","2011-06-22","0.12","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2011-06-22","21.0","mg/l",,,,"goedgekeurd"
"vanadium","1642","V","2011-06-22","1.3","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2011-06-22","4.2","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2011-06-22","0.89","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2011-06-22","30.0","ug/l",,,"<","goedgekeurd"
"koolstof organisch","1318","Corg","2011-06-22","2.3","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2011-06-22","35.2","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2011-06-22","0.05","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2011-06-22","6.56","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2011-06-22","74.1","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2011-06-22","0.2","mg/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","2011-06-22","0.04","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2011-06-22","20.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2011-06-22","1.3","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2011-06-22","140.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
