"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000056265","IMBRO/A","2025-04-10T19:25:43+02:00","1988-10-27T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"cadmium","441","Cd","1988-10-27","0.5","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1988-10-27","672.0","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1988-10-27","34.4","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1988-10-27","20.0","ug/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1988-10-27","7.0","1",,,,"goedgekeurd"
"kalium","920","K","1988-10-27","216.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1988-10-27","1128.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1988-10-27","17900.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1988-10-27","150.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1988-10-27","1.51","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1988-10-27","16485.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1988-10-27","374.63","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1988-10-27","472.0","mg/l",,,,"goedgekeurd"
"arseen","310","As","1988-10-27","0.44","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1988-10-27","0.5","ug/l",,,,"goedgekeurd"
"kwik","1097","Hg","1988-10-27","0.05","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1988-10-27","35.5","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1988-10-27","14.3","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1988-10-27","8000.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
