"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000036442","IMBRO/A","2023-01-16T13:14:31+01:00","2012-06-19T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","36.4","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","159.2","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","12.4","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.67","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2012-06-19","15.8","ug/l",,,,"goedgekeurd"
"arseen","310","As","2012-06-19","2.66","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2012-06-19","87.76","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2012-06-19","17.44","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2012-06-19","1.63","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2012-06-19","11.85","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2012-06-19","38.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2012-06-19","6.52","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2012-06-19","159.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2012-06-19","0.08","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2012-06-19","21.27","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2012-06-19","322.51","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2012-06-19","39.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2012-06-19","7.5","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2012-06-19","5.06","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2012-06-19","60.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2012-06-19","0.16","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2012-06-19","16.07","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2012-06-19","10.12","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2012-06-19","0.08","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2012-06-19","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2012-06-19","50.75","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2012-06-19","11.1","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2012-06-19","1.83","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2012-06-19","0.102","ug/l",,,,"goedgekeurd"
,,,,,,,,,
