"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033478","IMBRO/A","2023-01-13T19:44:28+01:00","1992-05-04T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1992-05-04","46.96","ug/l",,,,"goedgekeurd"
"arseen","310","As","1992-05-04","0.15","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1992-05-04","46.71","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1992-05-04","75.97","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1992-05-04","0.64","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","1992-05-04","81.69","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1992-05-04","7.21","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-05-04","323.41","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1992-05-04","43.13","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1992-05-04","364.03","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1992-05-04","40.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1992-05-04","3.75","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-05-04","9.55","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1992-05-04","430.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1992-05-04","0.01","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1992-05-04","35.99","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1992-05-04","1.35","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1992-05-04","0.04","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1992-05-04","6.54","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1992-05-04","125.88","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1992-05-04","1.48","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-05-04","0.03","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1992-05-04","0.03","ug/l",,,,"goedgekeurd"
,,,,,,,,,
