"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000059590","IMBRO/A","2025-04-11T00:27:13+02:00","1990-06-13T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1990-06-13","1085.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1990-06-13","367.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1990-06-13","291.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1990-06-13","9900.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1990-06-13","7.13","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1990-06-13","3053.0","mS/m",,,,"goedgekeurd"
"mangaan","1128","Mn","1990-06-13","450.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1990-06-13","39.24","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1990-06-13","2.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1990-06-13","8000.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1990-06-13","9.6","ug/l",,,,"goedgekeurd"
"kwik","1097","Hg","1990-06-13","0.05","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1990-06-13","18.9","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1990-06-13","4.5","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","1990-06-13","0.69","ug/l",,,,"goedgekeurd"
"arseen","310","As","1990-06-13","3.3","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1990-06-13","5.21","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1990-06-13","14.12","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1990-06-13","0.88","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1990-06-13","1657.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1990-06-13","1276.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1990-06-13","17365.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1990-06-13","20.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
