"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000782","IMBRO/A","2022-11-25T11:10:25+01:00","2009-11-09T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"zuurstof","1701","O2","2009-11-09","0.1","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-11-09","6.39","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2009-11-09","54.4","mS/m",,,,"goedgekeurd"
,,,,,,,,,
