"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000061686","IMBRO/A","2025-04-11T03:44:14+02:00","1913-02-01T10:00:00Z","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kooldioxide","1803","CO2","1913-02-01","3.0","mg/l","3.0","mg/l",,"goedgekeurd"
,,,,,,,,,
