"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000027541","IMBRO/A","2023-01-13T09:50:40+01:00","2018-04-17T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.1","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","66.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","208.85","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","12.3","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.595","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2018-04-17","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2018-04-17","0.414","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2018-04-17","112.1","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2018-04-17","98.944","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2018-04-17","1.713","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2018-04-17","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2018-04-17","68.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2018-04-17","7.69","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2018-04-17","0.09","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2018-04-17","10.23","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2018-04-17","277.9","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2018-04-17","485.2","ug/l",,,,"goedgekeurd"
"kalium","920","K","2018-04-17","6.788","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2018-04-17","11.75","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2018-04-17","272.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2018-04-17","0.778","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2018-04-17","53.31","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2018-04-17","0.5","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2018-04-17","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2018-04-17","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2018-04-17","61.87","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2018-04-17","22.4","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2018-04-17","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2018-04-17","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
