"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000597","IMBRO/A","2022-11-25T11:04:47+01:00","2009-10-23T12:00:00+02:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Geleidendheid","3548","GELDHD","2009-10-23","108.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-10-23","7.05","1",,,,"goedgekeurd"
"zuurstof","1701","O2","2009-10-23","0.05","mg/l",,,,"goedgekeurd"
,,,,,,,,,
