"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000027998","IMBRO/A","2023-01-13T10:18:51+01:00","2010-09-08T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.14","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","100.2","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","550.2","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","11.1","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2010-09-08","50.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2010-09-08","51.33","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2010-09-08","99.7","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2010-09-08","7.14","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2010-09-08","534.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2010-09-08","0.13","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2010-09-08","44.65","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2010-09-08","10790.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2010-09-08","3.7","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2010-09-08","13.38","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2010-09-08","540.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2010-09-08","5.054","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2010-09-08","94.36","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2010-09-08","100.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2010-09-08","11.7","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2010-09-08","0.014","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
