"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034797","IMBRO/A","2023-01-13T21:08:08+01:00","2006-05-31T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","11.3","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.3","1","goedgekeurd",,,,
"zuurstof","1701","O2","1.9","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","28.8","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","72.4","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2006-05-31","1.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2006-05-31","2.373","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2006-05-31","26.916","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2006-05-31","29.7","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2006-05-31","0.238","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2006-05-31","0.189","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2006-05-31","28.4","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2006-05-31","6.0","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2006-05-31","67.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2006-05-31","0.069","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2006-05-31","33.75","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2006-05-31","124.621","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2006-05-31","2364.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2006-05-31","3.082","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2006-05-31","3.693","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2006-05-31","178.02","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2006-05-31","0.673","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2006-05-31","16.976","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2006-05-31","0.354","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2006-05-31","0.031","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2006-05-31","0.54","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2006-05-31","29.3","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2006-05-31","1.803","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2006-05-31","0.014","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2006-05-31","0.01","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
