"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012560","IMBRO/A","2023-01-09T10:18:23+01:00","1992-08-27T12:00:00+02:00","onbekend","5",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.32","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.0","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","21.5","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1992-08-27","8.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1992-08-27","7.4","1",,,,"goedgekeurd"
"sulfaat","1508","SO4","1992-08-27","9.0","mg/l",,,,"goedgekeurd"
"arseen","310","As","1992-08-27","9.0","ug/l",,,,"goedgekeurd"
"silicium","1479","Si","1992-08-27","8.1","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1992-08-27","10.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-08-27","110.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-08-27","1.7","mg/l",,,,"onbeslist"
"Geleidendheid","3548","GELDHD","1992-08-27","220.0","mS/m",,,,"onbeslist"
"ammonium","289","NH4","1992-08-27","0.03","mg/l",,,,"onbeslist"
"mangaan","1128","Mn","1992-08-27","610.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1992-08-27","0.6","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1992-08-27","280.0","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-08-27","0.05","mg/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1992-08-27","0.01","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1992-08-27","37.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
