"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012565","IMBRO/A","2023-01-09T10:18:50+01:00","2009-07-08T12:00:00+02:00","onbekend","6",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.14","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.1","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","26.0","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","2009-07-08","7200.0","ug/l",,,,"onbeslist"
"natrium","1262","Na","2009-07-08","9.3","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-07-08","7.0","1",,,,"goedgekeurd"
"silicium","1479","Si","2009-07-08","3.73","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2009-07-08","1.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2009-07-08","1.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2009-07-08","1.0","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2009-07-08","26.1","mS/m",,,,"onbeslist"
"waterstofcarbonaat","374","HCO3","2009-07-08","130.0","mg/l",,,,"onbeslist"
"strontium","1501","Sr","2009-07-08","85.0","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2009-07-08","2.2","mg/l",,,,"goedgekeurd"
"arseen","310","As","2009-07-08","2.0","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2009-07-08","2.1","mg/l",,,,"onbeslist"
"zink","1693","Zn","2009-07-08","5.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2009-07-08","0.1","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2009-07-08","0.71","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2009-07-08","0.8","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2009-07-08","360.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2009-07-08","0.1","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2009-07-08","0.29","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2009-07-08","0.05","mg/l",,,"<","goedgekeurd"
"calcium","447","Ca","2009-07-08","35.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2009-07-08","19.0","mg/l",,,,"onbeslist"
"barium","333","Ba","2009-07-08","21.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
