"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012552","IMBRO/A","2023-01-09T10:17:52+01:00","1993-04-29T12:00:00+02:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.4","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","13.52","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.32","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"zuurstof","1701","O2","1993-04-29","5.3","mg/l",,,,"onbeslist"
,,,,,,,,,
