"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013855","IMBRO/A","2023-01-09T12:12:39+01:00","2015-07-16T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","5.87","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","67.6","mS/m","goedgekeurd",,,,
"zuurstof","1701","O2","0.49","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","15.2","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"vanadium","1642","V","2015-07-16","17.0","ug/l",,,,"onbeslist"
"lood","1116","Pb","2015-07-16","0.12","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2015-07-16","7.4","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2015-07-16","0.31","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","2015-07-16","10.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2015-07-16","1100.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2015-07-16","16.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2015-07-16","0.63","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2015-07-16","39.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2015-07-16","0.1","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2015-07-16","0.31","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2015-07-16","0.16","ug/l",,,,"goedgekeurd"
"kwik","1097","Hg","2015-07-16","0.03","ug/l",,,"<","goedgekeurd"
"lithium","1115","Li","2015-07-16","7.7","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2015-07-16","1.3","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","2015-07-16","180.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2015-07-16","0.3","ug/l",,,"<","onbeslist"
"molybdeen","1243","Mo","2015-07-16","2.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2015-07-16","89.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2015-07-16","6.0","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2015-07-16","71.9","mS/m",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2015-07-16","6.7","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2015-07-16","80.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2015-07-16","0.01","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2015-07-16","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2015-07-16","130.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2015-07-16","1.1","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2015-07-16","1.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2015-07-16","32.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2015-07-16","14.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
