"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035765","IMBRO/A","2023-01-13T22:09:17+01:00","2016-03-16T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","88.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.76","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.4","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","550.22","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2016-03-16","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2016-03-16","80.5","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2016-03-16","4.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2016-03-16","32.39","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2016-03-16","3.2","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2016-03-16","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2016-03-16","100.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2016-03-16","7.9","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2016-03-16","1.19","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2016-03-16","25.53","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2016-03-16","860.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2016-03-16","2520.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2016-03-16","46.1","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2016-03-16","28.72","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2016-03-16","118.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2016-03-16","2.099","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2016-03-16","25.0","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2016-03-16","0.6","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2016-03-16","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2016-03-16","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2016-03-16","122.5","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2016-03-16","5.9","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2016-03-16","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2016-03-16","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
