Well_ID,BRO-ID,Filter,Date,Nitrate,Chloride,Oxygen,Temperature,Acidity,geometry
GMW000000015381,GAR000000012502,1,2009-07-13T12:00:00+02:00,0.55,6.8,9.05,13.4,6.4,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012503,1,2018-10-23T12:00:00+02:00,2.8,5.3,10.2,13.9,6.8,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012504,2,1991-11-22T11:00:00+01:00,0.9,6.0,,,7.26,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012505,2,1994-02-10T11:00:00+01:00,,,5.6,10.6,5.32,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012506,2,1994-10-04T11:00:00+01:00,0.69,7.0,,12.4,5.7,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012507,2,1999-01-21T11:00:00+01:00,1.07,7.8,,10.1,4.8,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012508,2,2003-11-26T11:00:00+01:00,0.1,6.4,,,5.9,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012509,2,2004-11-23T11:00:00+01:00,0.11,6.5,,11.0,6.1,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012510,2,2018-10-25T12:00:00+02:00,0.7,4.9,5.75,16.8,5.0,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012511,3,1991-11-22T11:00:00+01:00,0.02,9.0,,,8.06,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012512,3,1993-11-09T11:00:00+01:00,0.14,9.0,,9.6,8.34,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012513,3,1994-10-04T11:00:00+01:00,0.07,8.0,,9.8,8.18,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012514,3,1995-10-19T11:00:00+01:00,1.26,8.0,,9.9,8.34,POINT (5.169239701 52.197529676)
