"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058793","IMBRO/A","2025-04-10T23:15:38+02:00","1990-04-24T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.13","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","1990-04-24","7.07","1",,,,"goedgekeurd"
"natrium","1262","Na","1990-04-24","42.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1990-04-24","30.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1990-04-24","183.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1990-04-24","61.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1990-04-24","600.0","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1990-04-24","165.0","mS/m",,,,"goedgekeurd"
"mangaan","1128","Mn","1990-04-24","1110.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1990-04-24","0.01","mg/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1990-04-24","0.1","mg/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1990-04-24","815.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1990-04-24","325.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1990-04-24","120.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1990-04-24","4.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
