"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034937","IMBRO/A","2023-01-13T21:17:44+01:00","2019-07-04T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","3.1","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","13.72","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","0.0","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","5.09","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2019-07-04","698.8","ug/l",,,,"goedgekeurd"
"arseen","310","As","2019-07-04","0.2","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2019-07-04","67.26","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2019-07-04","15.209","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2019-07-04","0.842","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2019-07-04","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2019-07-04","13.187","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2019-07-04","4.85","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2019-07-04","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2019-07-04","27.603","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2019-07-04","33.11","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2019-07-04","50.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2019-07-04","1.639","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2019-07-04","0.756","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2019-07-04","13.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2019-07-04","0.064","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2019-07-04","11.17","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2019-07-04","1.256","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2019-07-04","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2019-07-04","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2019-07-04","5.944","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2019-07-04","1.09","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2019-07-04","0.735","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2019-07-04","0.15","ug/l",,,,"goedgekeurd"
,,,,,,,,,
