"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034259","IMBRO/A","2023-01-13T20:33:19+01:00","2020-05-12T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","2.7","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","31.8","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","0.0","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","11.3","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","4.24","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","2020-05-12","3.023","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2020-05-12","3.362","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2020-05-12","53.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2020-05-12","0.047","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2020-05-12","24.723","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2020-05-12","1.781","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2020-05-12","0.217","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2020-05-12","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2020-05-12","15.083","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2020-05-12","3.2","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2020-05-12","7.736","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2020-05-12","0.351","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2020-05-12","5321.299","ug/l",,,,"goedgekeurd"
"arseen","310","As","2020-05-12","2.382","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2020-05-12","45.923","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2020-05-12","32.109","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2020-05-12","0.963","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2020-05-12","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2020-05-12","30.9","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2020-05-12","4.43","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2020-05-12","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2020-05-12","42.09","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2020-05-12","72.405","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2020-05-12","50.0","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
