"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034829","IMBRO/A","2023-01-13T21:10:26+01:00","1993-06-14T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","92.6","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","11.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.33","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-06-14","21.584","ug/l",,,,"goedgekeurd"
"arseen","310","As","1993-06-14","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1993-06-14","345.248","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-06-14","78.919","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-06-14","0.155","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-06-14","48.347","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-06-14","720.236","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-06-14","4032.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-06-14","5.591","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-06-14","14.562","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-06-14","1624.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-06-14","48.394","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-06-14","6.539","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1993-06-14","123.19","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-06-14","4.42","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-06-14","0.118","mg/l",,,,"goedgekeurd"
,,,,,,,,,
