"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012918","IMBRO/A","2023-01-09T10:36:24+01:00","1996-12-11T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.9","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","46.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","5.57","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","1996-12-11","8.5","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1996-12-11","10.4","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1996-12-11","26.47","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1996-12-11","0.06","mg/l",,,"<","goedgekeurd"
"ammonium","289","NH4","1996-12-11","0.01","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1996-12-11","31.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1996-12-11","46.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
