"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012378","IMBRO/A","2023-01-09T10:11:15+01:00","2002-11-19T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","42.5","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","4.9","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nikkel","1267","Ni","2002-11-19","16.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2002-11-19","1.2","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2002-11-19","1.0","ug/l",,,"<","goedgekeurd"
"strontium","1501","Sr","2002-11-19","90.0","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2002-11-19","39.3","mS/m",,,,"goedgekeurd"
"arseen","310","As","2002-11-19","2.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2002-11-19","3.6","ug/l",,,,"goedgekeurd"
"kalium","920","K","2002-11-19","2.9","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2002-11-19","5.5","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2002-11-19","5.0","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2002-11-19","4.4","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2002-11-19","4.7","1",,,,"goedgekeurd"
"ijzer","879","Fe","2002-11-19","100.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2002-11-19","0.18","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2002-11-19","140.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2002-11-19","3600.0","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2002-11-19","0.05","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2002-11-19","5.4","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2002-11-19","34.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2002-11-19","25.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2002-11-19","23.0","mg/l",,,,"goedgekeurd"
"barium","333","Ba","2002-11-19","35.0","ug/l",,,,"onbeslist"
"zink","1693","Zn","2002-11-19","60.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2002-11-19","72.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2002-11-19","45.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
