"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012375","IMBRO/A","2023-01-09T10:11:09+01:00","1996-09-16T12:00:00+02:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","11.5","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","83.4","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","4.52","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1996-09-16","94.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1996-09-16","139.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1996-09-16","4.3","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1996-09-16","0.06","mg/l",,,"<","goedgekeurd"
"ammonium","289","NH4","1996-09-16","0.09","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1996-09-16","16.73","mg/l",,,,"goedgekeurd"
,,,,,,,,,
