"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000037631","IMBRO/A","2023-01-16T14:29:27+01:00","2011-01-06T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.22","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","112.6","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","258.9","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","14.0","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.31","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2011-01-06","16.9","ug/l",,,,"goedgekeurd"
"arseen","310","As","2011-01-06","0.13","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2011-01-06","87.04","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2011-01-06","222.69","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2011-01-06","0.16","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2011-01-06","1.24","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2011-01-06","108.4","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2011-01-06","7.46","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2011-01-06","242.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2011-01-06","0.18","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2011-01-06","0.33","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2011-01-06","211.87","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2011-01-06","1860.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2011-01-06","4.9","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2011-01-06","8.1","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2011-01-06","110.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2011-01-06","1.882","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2011-01-06","150.12","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2011-01-06","0.2","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2011-01-06","0.28","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2011-01-06","1.23","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2011-01-06","53.4","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2011-01-06","3.5","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2011-01-06","0.02","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2011-01-06","0.008","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
