"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000037278","IMBRO/A","2023-01-16T14:12:22+01:00","2015-07-28T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","46.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","4.985","1","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","15.555","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2015-07-28","30.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2015-07-28","0.2","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2015-07-28","30.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2015-07-28","32.28","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2015-07-28","1.3","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2015-07-28","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2015-07-28","50.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2015-07-28","5.3","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2015-07-28","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2015-07-28","95.78","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2015-07-28","173.0","ug/l",,,,"goedgekeurd"
"antimoon","301","Sb","2015-07-28","0.1","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2015-07-28","2.603","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2015-07-28","50.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2015-07-28","1.3","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2015-07-28","14.05","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2015-07-28","24.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2015-07-28","0.05","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2015-07-28","15.4","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2015-07-28","32.4","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2015-07-28","0.4","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2015-07-28","24.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2015-07-28","48.32","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2015-07-28","1.5","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2015-07-28","16.841","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2015-07-28","0.3","ug/l",,,,"goedgekeurd"
"molybdeen","1243","Mo","2015-07-28","0.3","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
