"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035764","IMBRO/A","2023-01-13T22:09:14+01:00","2014-03-05T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.01","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","104.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","8.06","1","goedgekeurd",,,,
"Temperatuur","1522","T","12.1","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","582.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2014-03-05","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2014-03-05","73.9","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2014-03-05","6.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2014-03-05","42.13","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2014-03-05","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2014-03-05","1.9","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2014-03-05","109.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2014-03-05","7.6","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2014-03-05","1.26","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2014-03-05","48.0","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2014-03-05","931.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2014-03-05","3640.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2014-03-05","48.3","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2014-03-05","28.42","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2014-03-05","137.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2014-03-05","2.374","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2014-03-05","29.9","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2014-03-05","0.7","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2014-03-05","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2014-03-05","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2014-03-05","131.6","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2014-03-05","6.6","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2014-03-05","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2014-03-05","0.05","ug/l",,,"<","goedgekeurd"
"antimoon","301","Sb","2014-03-05","0.1","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2014-03-05","0.11","ug/l",,,,"goedgekeurd"
"molybdeen","1243","Mo","2014-03-05","0.55","ug/l",,,,"goedgekeurd"
,,,,,,,,,
