"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034080","IMBRO/A","2023-01-13T20:23:23+01:00","1994-01-31T12:00:00+01:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","2750.0","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.82","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1994-01-31","53.96","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1994-01-31","159.44","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-01-31","9009.791","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1994-01-31","1.906","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1994-01-31","0.65","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-01-31","1251.556","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1994-01-31","7570.368","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-01-31","1195.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1994-01-31","210.514","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1994-01-31","654.352","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1994-01-31","268.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-01-31","3.615","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1994-01-31","5116.333","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1994-01-31","3.108","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1994-01-31","359.645","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-01-31","568.118","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1994-01-31","2.006","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1994-01-31","0.144","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1994-01-31","0.09","ug/l",,,,"goedgekeurd"
,,,,,,,,,
