"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013787","IMBRO/A","2023-01-09T12:09:31+01:00","2008-07-02T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","89.6","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.97","1","goedgekeurd",,,,
"zuurstof","1701","O2","1.68","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","14.8","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2008-07-02","5.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2008-07-02","5.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2008-07-02","0.4","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2008-07-02","2.7","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2008-07-02","1.51","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2008-07-02","0.5","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2008-07-02","4.2","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2008-07-02","5.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2008-07-02","99.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2008-07-02","26.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2008-07-02","1.65","mg/l",,,,"goedgekeurd"
"vanadium","1642","V","2008-07-02","0.5","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","2008-07-02","0.02","mg/l",,,"<","goedgekeurd"
"chloride","508","Cl","2008-07-02","32.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2008-07-02","0.08","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2008-07-02","8.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2008-07-02","72.0","mg/l",,,,"goedgekeurd"
"fluoride","1853","F","2008-07-02","0.12","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2008-07-02","0.04","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2008-07-02","0.03","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2008-07-02","20.2","mg/l",,,,"goedgekeurd"
,,,,,,,,,
