"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013793","IMBRO/A","2023-01-09T12:09:48+01:00","2014-07-01T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","89.8","mS/m","goedgekeurd",,,,
"zuurstof","1701","O2","2.47","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","14.7","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfaat","1334","PO4","2014-07-01","0.03","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2014-07-01","7.1","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2014-07-01","84.0","mS/m",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2014-07-01","0.91","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2014-07-01","36.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2014-07-01","0.01","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2014-07-01","6.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2014-07-01","70.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2014-07-01","20.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2014-07-01","0.02","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2014-07-01","0.62","ug/l",,,,"goedgekeurd"
"kalium","920","K","2014-07-01","1.4","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2014-07-01","140.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2014-07-01","20.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2014-07-01","0.02","mg/l",,,"<","goedgekeurd"
"aluminium","284","Al","2014-07-01","10.0","ug/l",,,"<","goedgekeurd"
"ijzer","879","Fe","2014-07-01","5.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2014-07-01","2.4","ug/l",,,,"goedgekeurd"
"arseen","310","As","2014-07-01","0.25","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2014-07-01","49.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2014-07-01","0.56","ug/l",,,,"goedgekeurd"
"lithium","1115","Li","2014-07-01","6.3","ug/l",,,,"goedgekeurd"
"kwik","1097","Hg","2014-07-01","0.03","ug/l",,,"<","goedgekeurd"
"molybdeen","1243","Mo","2014-07-01","2.0","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2014-07-01","0.12","ug/l",,,"<","goedgekeurd"
"strontium","1501","Sr","2014-07-01","330.0","ug/l",,,,"goedgekeurd"
"vanadium","1642","V","2014-07-01","0.49","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2014-07-01","97.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2014-07-01","0.1","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2014-07-01","1.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
