"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000062243","IMBRO/A","2025-04-11T09:12:06+02:00","1993-11-23T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"sulfaat","1508","SO4","1993-11-23","1280.0","mg/l",,,,"goedgekeurd"
"arseen","310","As","1993-11-23","20.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-11-23","70.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-23","16500.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1993-11-23","7.75","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-23","2000.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-23","5700.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-23","940.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-23","390.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-23","220.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-23","8000.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-23","7.1","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-23","3620.0","mS/m",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-23","420.0","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-23","2.51","mg/l",,,,"goedgekeurd"
,,,,,,,,,
