"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000055167","IMBRO/A","2025-04-10T17:48:44+02:00","1992-11-11T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1992-11-11","1800.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1992-11-11","75.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","1992-11-11","270.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1992-11-11","1.84","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-11-11","254.72","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-11-11","110.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1992-11-11","90.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1992-11-11","44.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1992-11-11","0.1","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1992-11-11","116.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1992-11-11","1300.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1992-11-11","37.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1992-11-11","22.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1992-11-11","6.8","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1992-11-11","69.0","mS/m",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-11-11","18.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
