"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000232","IMBRO/A","2022-11-25T10:27:30+01:00","2009-11-05T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Geleidendheid","3548","GELDHD","2009-11-05","32.3","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-11-05","7.34","1",,,,"goedgekeurd"
"zuurstof","1701","O2","2009-11-05","0.05","mg/l",,,,"goedgekeurd"
,,,,,,,,,
