"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005523","IMBRO/A","2022-12-09T10:48:19+01:00","1992-03-18T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.0","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","11.11","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","4.6","1","goedgekeurd",,,,
,,,,,,,,,
