"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033920","IMBRO/A","2023-01-13T20:12:48+01:00","1995-01-24T12:00:00+01:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","4550.0","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.2","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1995-01-24","582.768","ug/l",,,,"goedgekeurd"
"arseen","310","As","1995-01-24","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1995-01-24","71.686","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1995-01-24","16246.934","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1995-01-24","0.26","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1995-01-24","0.635","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1995-01-24","1007.44","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1995-01-24","2.199","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1995-01-24","1672.145","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1995-01-24","7231.279","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1995-01-24","7568.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1995-01-24","314.95","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1995-01-24","1111.307","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1995-01-24","876.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1995-01-24","8.476","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1995-01-24","9138.571","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1995-01-24","0.88","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1995-01-24","137.319","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1995-01-24","493.914","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1995-01-24","0.09","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1995-01-24","0.101","ug/l",,,,"goedgekeurd"
,,,,,,,,,
