"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033098","IMBRO/A","2023-01-13T19:23:50+01:00","2009-06-04T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.21","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","62.2","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","331.4","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.99","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2009-06-04","27.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2009-06-04","0.7","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2009-06-04","43.3","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2009-06-04","24.71","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2009-06-04","0.04","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2009-06-04","0.8","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2009-06-04","67.3","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-06-04","7.13","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2009-06-04","324.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2009-06-04","0.08","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2009-06-04","54.7","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2009-06-04","263.1","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2009-06-04","760.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2009-06-04","1.1","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2009-06-04","6.18","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2009-06-04","1364.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2009-06-04","0.241","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2009-06-04","7.8","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2009-06-04","3.37","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2009-06-04","0.1","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2009-06-04","47.7","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2009-06-04","132.98","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2009-06-04","1.5","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2009-06-04","0.014","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2009-06-04","0.2","ug/l",,,,"goedgekeurd"
,,,,,,,,,
