"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012461","IMBRO/A","2023-01-09T10:14:07+01:00","2004-11-11T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.1","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","21.5","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","5.1","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nitraat","1270","NO3","2004-11-11","1.55","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-11-11","17.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2004-11-11","1.5","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2004-11-11","2.5","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2004-11-11","3.6","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2004-11-11","3.8","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2004-11-11","2.6","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2004-11-11","4.4","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2004-11-11","64.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2004-11-11","30.0","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","2004-11-11","0.05","mg/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2004-11-11","0.05","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2004-11-11","0.22","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2004-11-11","0.3","ug/l",,,"<","onbeslist"
"zink","1693","Zn","2004-11-11","24.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2004-11-11","36.0","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2004-11-11","40.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2004-11-11","29.0","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","2004-11-11","70.0","ug/l",,,,"onbeslist"
"sulfaat","1508","SO4","2004-11-11","50.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
