"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005517","IMBRO/A","2022-12-09T10:48:15+01:00","1996-11-22T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","48.4","mS/m","goedgekeurd",,,,
,,,,,,,,,
