name,extrude,altitudeMode,WKT
"GAR000000038129.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000043504.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038101.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038110.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038092.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038097.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000041545.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038074.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038095.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038118.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038113.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038109.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000038077.csv","true","relativeToGround","POINT (5.777267549 50.894453911)"
"GAR000000013743.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000043695.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037991.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037996.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038022.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038045.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038040.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038009.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037970.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037989.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037984.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038039.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038043.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038007.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037963.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000050918.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038016.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038011.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037981.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037990.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037972.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000013745.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038050.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038005.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000043552.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038000.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038023.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037988.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000013744.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038044.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000013747.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037997.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038017.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038012.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038008.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000043708.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037971.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000037985.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000013746.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038051.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038024.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038029.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038010.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038038.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038001.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038006.csv","true","relativeToGround","POINT (5.817006569 51.002856684)"
"GAR000000038066.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038061.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038070.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
