"LOCATIE gegevens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","X-coordinaat","Y-coordinaat","CRS","Kaartblad","Bepaling locatie","Maaiveldhoogte (m tov NAP)","Bepaling maaiveldhoogte",,,,,,,,,,,,,,,,,,,,,,,,,,
"B45G0006","168402","402500","Rijksdriehoeksmeting","45G","Onbekend","10.0","Onbekend",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KWALITEIT gegevens VAST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","Monster datum","Monster-nr","Deelmonster-nr","Meting nr","Bovenkant monster (m tov MV)","Onderkant monster (m tov MV)","Al (% Ox.)","As (mg/kg)","Ba (mg/kg)","Ca (% Ox.)","Cr (mg/kg)","Cu (mg/kg)","Fe (% Ox.)","Ga (mg/kg)","K (% Ox.)","Mg (% Ox.)","Mn (% Ox.)","Na (% Ox.)","Nb (mg/kg)","Ni (mg/kg)","P (% Ox.)","Pb (mg/kg)","Rb (mg/kg)","S (mg/kg)","Si (% Ox.)","Sr (mg/kg)","Th (mg/kg)","Ti (% Ox.)","U (mg/kg)","V (mg/kg)","Y (mg/kg)","Zn (mg/kg)","Zr (mg/kg)"
"B45G0006",,"L1998-07-9248","1","1","57.4","57.58","12.703390121459961","9.538999557495117","315.1000061035156","11.389180183410645","87.5","20.99799919128418","5.7606000900268555","14.034000396728516","2.420140027999878",".14780999720096588","2.501159906387329",".5402600169181824","12.529000282287598","43.5880012512207",".12588000297546387","21.375","113.58100128173828","856.9000244140625","52.304019927978516","239.68299865722656","19.395000457763672",".6591699719429016","< 0","88.0999984741211","27.145999908447266","77.31800079345703","162.55499267578125"
"B45G0006",,"L1998-07-9248","2","1","57.4","57.58","12.988450050354004","9.850000381469727","306","11.369919776916504","85.5999984741211","23.31399917602539","5.702859878540039","13.871999740600586","2.405440092086792",".14648999273777008","2.524780035018921",".5430999994277954","13.041999816894531","45.2239990234375",".1200300008058548","20.80699920654297","112.74199676513672","900.9000244140625","53.50667190551758","239.27699279785156","14.272000312805176",".6589000225067139","2.2899999618530273","90.0999984741211","26.231000900268555","78.14900207519531","156.8979949951172"
"B45G0006",,"L1998-07-9249","1","1","57.75","58.1","3.397739887237549","5.6529998779296875","227.39999389648438","2.510780096054077","20.600000381469727","6.276000022888184","1.0742199420928955",".3230000138282776","1.1462199687957764",".021299999207258224",".31632000207901",".3644999861717224","3.611999988555908","11.180000305175781",".04156000167131424","9.236000061035156","35.540000915527344","445.8999938964844","89.93224334716797","66.48899841308594","9.798999786376953",".07348000258207321","< 0","8.699999809265137","14.368000030517578","14.156999588012695","72.33399963378906"
"B45G0006",,"L1998-07-9250","1","1","58.1","58.5","12.39208984375","5.949999809265137","297","12.606189727783203","91.30000305175781","26.14299964904785","7.249370098114014","14.241000175476074","2.3634800910949707",".21911999583244324","2.904370069503784",".5220400094985962","13.00100040435791","45.41600036621094",".1372399926185608","24.18199920654297","112.48600006103516","520.0999755859375","48.52743148803711","245.37100219726562","16.336000442504883",".6731200218200684","3.0390000343322754","95.4000015258789","29.072999954223633","82.9469985961914","144.98800659179688"
"B45G0006",,"L1998-07-9251","1","1","58.5","61.8","2.689889907836914","5.9039998054504395","219.10000610351562",".6819300055503845","13.100000381469727","2.7070000171661377",".6523299813270569","< 0","1.1822500228881836",".010879999957978725",".02012000046670437",".3502100110054016","1.9570000171661377","7.883999824523926",".026489999145269394","8.107999801635742","35.63399887084961","302.20001220703125","92.46898651123047","44.520999908447266","9.350000381469727",".02580999955534935","< 0","4.400000095367432","11.458999633789062","8.454000473022461","54.178001403808594"
"B45G0006",,"L1998-07-9252","1","1","61.8","63.5","16.95418930053711","12.246999740600586","374.20001220703125","6.218140125274658","109.5","23.892000198364258","8.569279670715332","22.356000900268555","2.8792200088500977",".13930000364780426","2.042639970779419",".1703300029039383","17.433000564575195","48.481998443603516",".14913000166416168","24.461000442504883","147.05299377441406","347.1000061035156","51.68423080444336","154.3459930419922","15.592000007629395",".8492900133132935","1.7009999752044678","136.5","34.01100158691406","95.0479965209961","163.1719970703125"
"B45G0006",,"L1998-07-9253","1","1","63.5","64.2","8.507390022277832","5.323999881744385","310.79998779296875","4.207190036773682","70.5999984741211","8.748000144958496","2.330399990081787","6.796999931335449","1.8983399868011475",".02761000022292137",".6802499890327454",".659500002861023","15.682999610900879","18.29199981689453",".08797000348567963","13.055999755859375","63.47999954223633","215.6999969482422","74.57528686523438","102.60700225830078","15.130999565124512",".6921499967575073","3.940000057220459","50.29999923706055","34.78499984741211","34.38100051879883","568.8599853515625"
"B45G0006",,"L1998-07-9254","1","1","64.2","64.5","2.3969099521636963","4.015999794006348","144.8000030517578",".671239972114563","15.399999618530273","3.2179999351501465",".8007599711418152",".006000000052154064",".787339985370636",".010180000215768814",".022029999643564224",".21793000400066376","3.5199999809265137","8.982000350952148",".025429999455809593","6.6620001792907715","24.58799934387207","62.099998474121094","92.84600830078125","28.695999145507812","6.445000171661377",".06787999719381332","< 0","4.400000095367432","12.355999946594238","10.66100025177002","115.48699951171875"
"B45G0006",,"L1998-07-9255","1","1","64.5","65.5","8.523819923400879","4.192999839782715","267.8999938964844","5.754209995269775","65","9.76200008392334","3.2088398933410645","7.281000137329102","1.7156699895858765",".038029998540878296",".7335900068283081",".46480000019073486","11.819999694824219","20.679000854492188",".09200000017881393","15.232999801635742","66.44999694824219","93.19999694824219","72.76273345947266","106.82499694824219","15.355999946594238",".5499399900436401","1.4249999523162842","52.20000076293945","28.07200050354004","40.54899978637695","352.0409851074219"
"B45G0006",,"L1998-07-9256","1","1","65.5","69.0","8.836469650268555","4.317999839782715","269.70001220703125",".2089100033044815","77.30000305175781","9.055999755859375","2.5572099685668945","7.422999858856201","1.8136800527572632",".01278000045567751",".49000999331474304",".3564999997615814","12.800999641418457","29.393999099731445",".0749099999666214","14.503000259399414","67.10199737548828","< 0","80.4372329711914","51.349998474121094","10.82699966430664",".5127900242805481","< 0","57.20000076293945","27.476999282836914","36.31100082397461","416.4469909667969"
"B45G0006",,"L1998-07-9257","1","1","69.0","71.0","3.9094700813293457","2.496999979019165","166.3000030517578","3.319159984588623","41.20000076293945","5.9039998054504395","1.6035399436950684","2.4240000247955322",".9906200170516968",".013559999875724316",".17472000420093536",".21821999549865723","6.201000213623047","10.76200008392334",".05516999959945679","8.206999778747559","32.672000885009766","9.600000381469727","86.37184143066406","54.89899826049805","9.605999946594238",".22391000390052795","< 0","21.399999618530273","16.679000854492188","21.993999481201172","257.0469970703125"
"B45G0006",,"L1998-07-9258","1","1","71.0","74.0","1.8941999673843384","1.468999981880188","110.80000305175781","1.6037299633026123","23","2.5320000648498535",".694570004940033","< 0",".6125199794769287",".006130000110715628","< 0",".15760000050067902","3.734999895095825","7.586999893188477",".027389999479055405","4.553999900817871","18.624000549316406","< 0","92.57644653320312","28.860000610351562","5.682000160217285",".089819997549057","< 0","7.300000190734863","11.333000183105469","13.116000175476074","157.38699340820312"
"B45G0006",,"L1998-07-9259","1","1","74.0","78.8","1.7977800369262695","1.5670000314712524","115.4000015258789","1.2687000036239624","19.600000381469727","4.044000148773193",".7488800287246704","< 0",".6160200238227844",".008709999732673168","< 0",".1525299996137619","3.4189999103546143","7.409999847412109",".026669999584555626","5.877999782562256","19.7450008392334","< 0","94.09317016601562","26.523000717163086","4.8470001220703125",".06941000372171402","2.744999885559082","6.900000095367432","10.555999755859375","10.5600004196167","119.53800201416016"
"B45G0006",,"L1998-07-9260","1","1","78.8","81.2","1.7657599449157715","1.1059999465942383","113.9000015258789",".8187900185585022","22.299999237060547","3.2769999504089355",".6109700202941895","< 0",".626550018787384",".0065100002102553844","< 0",".16700999438762665","2.8489999771118164","6.791999816894531",".02298000082373619","6.914000034332275","19.475000381469727","< 0","94.22907257080078","23.878000259399414","8.053000450134277",".0521400012075901","< 0","5.599999904632568","10.345000267028809","9.65999984741211","90.0530014038086"
"B45G0006",,"L1998-07-9261","1","1","81.2","81.3","9.571249961853027","33.70399856567383","278.79998779296875","2.319240093231201","67.4000015258789","11.491999626159668","3.7406299114227295","8.281000137329102","1.7420400381088257",".02043999917805195",".6279000043869019",".48030000925064087","12.178000450134277","20.39699935913086",".10693000257015228","44.95500183105469","57.529998779296875","5746.39990234375","64.04666137695312","104.0479965209961","11.192000389099121",".4898799955844879","< 0","68.0999984741211","27.70199966430664","40.400001525878906","402.22601318359375"
"B45G0006",,"L1998-07-9262","1","1","81.3","81.6","2.137190103530884","2.5889999866485596","120.30000305175781",".3384000062942505","14.899999618530273","3.9820001125335693",".7057300209999084","< 0",".6192100048065186",".006459999829530716","< 0",".15400999784469604","2.63100004196167","7.936999797821045",".023879999294877052","7.5279998779296875","20.655000686645508","302.1000061035156","93.49645233154297","22.670000076293945","5.921000003814697",".05138000100851059","< 0","9.199999809265137","11.920000076293945","10.378000259399414","73.56300354003906"
"B45G0006",,"L1998-07-9263","1","1","81.6","82.0","12.109189987182617","8.137999534606934","267.70001220703125","16.889629364013672","81.9000015258789","15.810999870300293","7.4845099449157715","12.208000183105469","2.0983200073242188",".1260399967432022",".8260200023651123",".17494000494480133","13.366999626159668","29.63800048828125",".1414400041103363","16.840999603271484","97.96600341796875","545.2000122070312","46.15623092651367","255.50599670410156","16.714000701904297",".7791900038719177",".6179999709129333","96.69999694824219","30.398000717163086","71.1969985961914","201.52099609375"
"B45G0006",,"L1998-07-9264","1","1","82.0","82.5","10.507049560546875","2.2070000171661377","274.8999938964844","3.093940019607544","70.69999694824219","14.84000015258789","23.677490234375","8.795999526977539","1.1004400253295898",".21369999647140503",".6974999904632568",".3138299882411957","11.131999969482422","23.398000717163086",".18512000143527985","14.774999618530273","63.45199966430664","253.1999969482422","50.36275100708008","71.9219970703125","15.668000221252441",".41887998580932617","3.114000082015991","58","30.031999588012695","41.8120002746582","264.697998046875"
"B45G0006",,"L1998-07-9265","1","1","82.5","83.1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B45G0006",,"L1998-07-9266","1","1","83.7","86.3","6.860199928283691","4.11299991607666","241","1.606469988822937","55.29999923706055","8.732999801635742","2.6493000984191895","4.908999919891357","1.2749799489974976",".02483000047504902",".3976599872112274",".42493000626564026","10.782999992370605","16.78700065612793",".05398999899625778","10.847999572753906","48.04100036621094","328.5","81.3947982788086","60.8650016784668","8.79800033569336",".389849990606308","1.0119999647140503","39.79999923706055","23.878000259399414","26.288000106811523","366.33099365234375"
"B45G0006",,"L1998-07-9267","1","1","86.3","86.5","9.397839546203613","21.062000274658203","241.60000610351562","12.576250076293945","62.20000076293945","19.69499969482422","5.049300193786621","9.024999618530273","1.4580700397491455",".08671999722719193","1.0141099691390991",".36000001430511475","11.04800033569336","34.689998626708984",".15131999552249908","18.461000442504883","64.64700317382812","1668","57.0154914855957","138.34100341796875","13.48900032043457",".5192099809646606","< 0","71.4000015258789","46.93199920654297","59.85499954223633","211.8800048828125"
"B45G0006",,"L1998-07-9268","1","1","86.5","87.5","4.3896098136901855","2.8499999046325684","151.39999389648438","1.3516700267791748","31.100000381469727","5.7769999504089355","1.8869199752807617","2.4149999618530273",".7900000214576721",".017139999195933342",".18257999420166016",".2780900001525879","6.416999816894531","11.461999893188477",".03776000067591667","8.392000198364258","28.80500030517578","225.8000030517578","87.57444763183594","38.790000915527344","7.090000152587891",".20385000109672546","< 0","20.899999618530273","17.854000091552734","18.485000610351562","217.8350067138672"
"B45G0006",,"L1998-07-9269","1","1","87.5","90.0","11.33530044555664","6.3470001220703125","367.20001220703125","2.335819959640503","78.69999694824219","8.595000267028809","3.5188000202178955","10.472000122070312","1.9019999504089355",".020829999819397926",".5522800087928772",".6724200248718262","17.371999740600586","22.65999984741211",".053619999438524246","19.41900062561035","89.0469970703125","268.79998779296875","72.43221282958984","101.23799896240234","14.472000122070312",".7400400042533875","< 0","64.80000305175781","35.87099838256836","46.292999267578125","516.2940063476562"
"B45G0006",,"L1998-07-9270","1","1","90.0","91.0","2.9228599071502686","4.126999855041504","119.30000305175781",".8312399983406067","30.799999237060547","4.343999862670898","2.9548699855804443",".27900001406669617",".4343799948692322",".15115000307559967","< 0",".2003999948501587","6.01200008392334","11.406999588012695",".037709999829530716","26.11199951171875","16.427000045776367","263.20001220703125","89.3903579711914","25.312000274658203","9.079999923706055",".18049000203609467","< 0","16.399999618530273","18.573999404907227","14.053000450134277","388.4670104980469"
"B45G0006",,"L1998-07-9271","1","1","91.0","91.8","10.363929748535156","37.98899841308594","338","2.307379961013794","79.80000305175781","12.718999862670898","5.005680084228516","9.1850004196167","1.82778000831604",".05561000108718872","1.0612399578094482",".687309980392456","15.444000244140625","28.239999771118164",".10226000100374222","15.746999740600586","83.04399871826172","3555.89990234375","69.78575134277344","98.0989990234375","15.472000122070312",".6110699772834778","1.2419999837875366","65.9000015258789","36.04899978637695","56.694000244140625","423.8210144042969"
"B45G0006",,"L1998-07-9272","1","1","91.8","92.5","11.90466022491455","10.270000457763672","358.1000061035156",".7343199849128723","94.30000305175781","11.664999961853027","3.8572700023651123","11.173999786376953","2.0009799003601074",".025860000401735306",".8315600156784058",".7048500180244446","16.850000381469727","29.368999481201172",".07428000122308731","18.972999572753906","95.52200317382812","705.4000244140625","72.32646942138672","90.74700164794922","18.36400032043457",".7056699991226196",".718999981880188","73.4000015258789","36.5629997253418","53.26300048828125","465.2720031738281"
