"LOCATIE gegevens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","X-coordinaat","Y-coordinaat","CRS","Kaartblad","Bepaling locatie","Maaiveldhoogte (m tov NAP)","Bepaling maaiveldhoogte",,,,,,,,,,,,,,,,,,,,,,,,,,
"B45G0006","168402","402500","Rijksdriehoeksmeting","45G","Onbekend","10.0","Onbekend",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KWALITEIT gegevens VAST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","Monster datum","Monster-nr","Deelmonster-nr","Meting nr","Bovenkant monster (m tov MV)","Onderkant monster (m tov MV)","Al (% Ox.)","As (mg/kg)","Ba (mg/kg)","Ca (% Ox.)","Cr (mg/kg)","Cu (mg/kg)","Fe (% Ox.)","Ga (mg/kg)","K (% Ox.)","Mg (% Ox.)","Mn (% Ox.)","Na (% Ox.)","Nb (mg/kg)","Ni (mg/kg)","P (% Ox.)","Pb (mg/kg)","Rb (mg/kg)","S (mg/kg)","Si (% Ox.)","Sr (mg/kg)","Th (mg/kg)","Ti (% Ox.)","U (mg/kg)","V (mg/kg)","Y (mg/kg)","Zn (mg/kg)","Zr (mg/kg)"
"B45G0006",,"L1998-07-9273","1","1","92.5","92.7","13.410059928894043","5.210999965667725","355.79998779296875",".7014999985694885","92.30000305175781","16.22800064086914","4.219989776611328","13.935999870300293","2.170830011367798",".02206999994814396","1.0463800430297852",".6760600209236145","15.437000274658203","37.875",".08583000302314758","21.70400047302246","111.19100189208984","108.5999984741211","70.15876770019531","92.48999786376953","15.015000343322754",".651669979095459","3.0820000171661377","85.5","32.91699981689453","66.4209976196289","359.1390075683594"
"B45G0006",,"L1998-07-9274","1","1","92.7","93.2","11.369420051574707","4.26200008392334","312.8999938964844","4.110270023345947","78.69999694824219","14.425999641418457","4.0998101234436035","11.107999801635742","1.9308600425720215",".05057999864220619",".8239700198173523",".5931299924850464","14.220999717712402","32.768001556396484",".07122000306844711","20.26099967956543","89.8219985961914","70.69999694824219","69.77352905273438","94.38700103759766","15.656000137329102",".5939599871635437","2.1600000858306885","66.9000015258789","30.152999877929688","53.249000549316406","349.7650146484375"
"B45G0006",,"L1998-07-9275","1","1","93.2","94.5","5.335319995880127","4.252999782562256","166.1999969482422","19.911569595336914","43.70000076293945","10.595000267028809","4.962329864501953","3.3359999656677246","1.081529974937439",".2006099969148636",".7233899831771851",".34002000093460083","6.914999961853027","24.548999786376953",".08240000158548355","11.609000205993652","41.319000244140625","327.3999938964844","52.637290954589844","154.86900329589844","11.572999954223633",".3958599865436554","1.1820000410079956","34.70000076293945","26.847000122070312","30.667999267578125","292.489013671875"
"B45G0006",,"L1998-07-9276","1","1","94.5","99.5","5.276390075683594","2.181999921798706","200.6999969482422","7.155849933624268","42.79999923706055","6.370999813079834","2.2728099822998047","3.2790000438690186","1.3967100381851196",".03361999988555908",".8474900126457214",".6771000027656555","7.511000156402588","15.894000053405762",".08036000281572342","10.307000160217285","45.801998138427734","67.69999694824219","76.98162078857422","136.25","10.8100004196167",".27070000767707825","< 0","23.799999237060547","20.398000717163086","27.143999099731445","266.0840148925781"
"B45G0006",,"L1998-07-9277","1","1","99.5","102.7","4.491799831390381","1.1460000276565552","202.60000610351562","5.186470031738281","27.5","5.815999984741211","1.500040054321289","1.8619999885559082","1.3335200548171997",".02645999938249588",".5861600041389465",".6315799951553345","4.8429999351501465","13.086000442504883",".057739999145269394","11.116999626159668","42.933998107910156","18.200000762939453","82.2526626586914","105.93699645996094","9.72700023651123",".16019000113010406","< 0","15.800000190734863","16.250999450683594","19.652000427246094","137.9029998779297"
"B45G0006",,"L1998-07-9278","1","1","102.7","103.0","10.062959671020508","11.284000396728516","313.29998779296875","2.590909957885742","87","10.940999984741211","3.153019905090332","9.269000053405762","1.7491199970245361",".035590000450611115",".7351899743080139",".616569995880127","16.577999114990234","23.523000717163086",".06218000128865242","17.600000381469727","72.83599853515625","1169.4000244140625","73.60906982421875","89.48899841308594","16.075000762939453",".6854699850082397","2.5169999599456787","57.29999923706055","31.85300064086914","39.888999938964844","505.0010070800781"
"B45G0006",,"L1998-07-9279","1","1","103.0","103.4","9.826889991760254","38.58100128173828","281.6000061035156","1.8983299732208252","80.69999694824219","15.869000434875488","3.612879991531372","8.890999794006348","1.546910047531128",".021740000694990158",".6336600184440613",".46606001257896423","12.96500015258789","24.20400047302246",".05892999842762947","16.847000122070312","68.66899871826172","4314.7998046875","70.81178283691406","80.96399688720703","13.0649995803833",".5606399774551392","2.671999931335449","62","29.996000289916992","40.016998291015625","374.1719970703125"
"B45G0006",,"L1998-07-9280","1","1","103.4","105.0","13.822770118713379","25.604000091552734","363.5","1.7785099744796753","101.80000305175781","15.145999908447266","4.794640064239502","15.82800006866455","2.0218899250030518",".039340000599622726",".9474400281906128",".46810001134872437","18.038000106811523","34.62799835205078",".06815999746322632","21.94300079345703","103.92400360107422","2599.699951171875","67.0589828491211","90.69499969482422","12.930999755859375",".8183000087738037","1.3140000104904175","85.4000015258789","32.72800064086914","63.263999938964844","341.85198974609375"
"B45G0006",,"L1998-07-9281","1","1","105.0","107.5","10.488149642944336","3.9730000495910645","236.10000610351562",".4871099889278412","83.69999694824219","6.4730000495910645","3.0605099201202393","9.967000007629395","1.2145899534225464",".007379999849945307",".4389899969100952",".32659000158309937","12.446000099182129","16.006000518798828",".03092999942600727","15.920000076293945","67.28099822998047","178.3000030517578","76.98787689208984","55.9370002746582","9.961000442504883",".506380021572113",".5130000114440918","64.4000015258789","22.566999435424805","30.735000610351562","399.0849914550781"
"B45G0006",,"L1998-07-9282","1","1","107.5","107.75","8.917460441589355","5.151000022888184","212.10000610351562","15.350449562072754","66.5999984741211","13.680999755859375","3.367569923400879","8.352999687194824","1.8564000129699707",".07089000195264816","2.6636199951171875",".5981199741363525","10.260000228881836","29.240999221801758",".11043000221252441","14.402999877929688","76.11399841308594","625.5","53.713680267333984","280.41900634765625","15.206999778747559",".5150700211524963","3.125","50.900001525878906","25.99799919128418","51.926998138427734","199.2209930419922"
"B45G0006",,"L1998-07-9283","1","1","107.75","113.0","8.712380409240723","4.864999771118164","200.89999389648438","15.307490348815918","58.099998474121094","13.456000328063965","3.3034698963165283","8.748000144958496","1.8364200592041016",".0681300014257431","2.6824100017547607",".6073499917984009","9.786999702453613","28.725000381469727",".10870999842882156","15.23900032043457","74.5989990234375","624.2000122070312","54.00225067138672","281.0580139160156","15.156999588012695",".5031999945640564",".07199999690055847","56.5","24.466999053955078","51.0629997253418","198.21600341796875"
"B45G0006",,"L1998-07-9284","1","1","113.0","118.5","2.67930006980896","2.380000114440918","203.1999969482422","1.0055899620056152","13.899999618530273","2.9149999618530273",".43446001410484314","< 0","1.2231899499893188",".007590000052005053",".012409999966621399",".3241199851036072","2.6470000743865967","8.092000007629395",".022220000624656677","8.041000366210938","40.48099899291992","29.5","92.31783294677734","43.895999908447266","8.307999610900879",".022299999371170998","< 0","3.4000000953674316","10.758000373840332","8.23900032043457","42.43199920654297"
"B45G0006",,"L1998-07-9285","1","1","118.5","119.0","2.70127010345459","2.61299991607666","195.3000030517578","1.8445299863815308","11.899999618530273","2.98799991607666",".5214499831199646","< 0","1.1388499736785889",".008430000394582748",".10886000096797943",".32969000935554504","3.4690001010894775","8.72700023651123",".028850000351667404","9.855999946594238","37.30799865722656","77.5999984741211","91.61551666259766","53.507999420166016","6.257999897003174",".03506999835371971","2.4019999504089355","1.7999999523162842","12.479999542236328","11.145999908447266","52.10200119018555"
"B45G0006",,"L1998-07-9286","1","1","119.0","119.3","7.62598991394043","4.22599983215332","203.39999389648438","8.83195972442627","47.599998474121094","11.458999633789062","3.0878899097442627","6.688000202178955","1.7276500463485718",".06335999816656113","1.6975500583648682",".4347899854183197","7.0269999504089355","24.52400016784668",".08337000012397766","11.87399959564209","70.41799926757812","310.70001220703125","68.78475952148438","170.67999267578125","12.053999900817871",".2974500060081482",".9599999785423279","43.900001525878906","18.898000717163086","40.86199951171875","104.50800323486328"
"B45G0006",,"L1998-07-9287","1","1","119.3","123.0","4.156000137329102","2.2219998836517334","203.5","4.487579822540283","21.600000381469727","3.384000062942505","1.0907200574874878","2","1.4181400537490845",".020269999280571938",".44446998834609985",".6150599718093872","4.248000144958496","12.39900016784668",".0471000000834465","9.128000259399414","46.465999603271484","58.20000076293945","84.5685806274414","104.6050033569336","8.548999786376953",".0871800035238266","1.3450000286102295","11.399999618530273","13.20199966430664","16.41900062561035","72.31800079345703"
"B45G0006",,"L1998-07-9288","1","1","123.0","125.0","3.954699993133545","11.77299976348877","188.1999969482422","4.266540050506592","23.100000381469727","4.684999942779541","1.1728700399398804","1.9980000257492065","1.3440699577331543",".01988999918103218",".5086699724197388",".5669500231742859","3.5950000286102295","12.288999557495117",".045990001410245895","10.177000045776367","45.45500183105469","1097.4000244140625","84.62151336669922","96.05000305175781","7.135000228881836",".09909000247716904","< 0","17","15.184000015258789","17.275999069213867","104.70500183105469"
"B45G0006",,"L1998-07-9289","1","1","125.0","128.0","3.2178099155426025","4.5229997634887695","178.1999969482422","2.6627800464630127","14.100000381469727","4.438000202178955",".8122900128364563",".9620000123977661","1.1733700037002563",".013450000435113907",".19898000359535217",".44628000259399414","3.6089999675750732","9.61400032043457",".03232000023126602","10.935999870300293","39.75299835205078","213.39999389648438","89.08026885986328","66.18199920654297","8.11299991607666",".055560000240802765","1.6080000400543213","7.199999809265137","12.972999572753906","12.734000205993652","62.82699966430664"
"B45G0006",,"L1998-07-9290","1","1","128.0","129.0","4.333049774169922","4.34499979019165","193.8000030517578","6.744060039520264","30.200000762939453","5.684999942779541","1.3600200414657593","2.48799991607666","1.3903100490570068",".02831999957561493",".6318600177764893",".5823500156402588","5.493000030517578","14.347000122070312",".0568000003695488","8.34000015258789","46.095001220703125","174.89999389648438","80.82805633544922","133.26400756835938","11.135000228881836",".13508999347686768","< 0","11.699999809265137","16.065000534057617","19.716999053955078","108.50299835205078"
"B45G0006",,"L1998-07-9292","1","1","130.5","130.25","4.093500137329102","3.372999906539917","156.60000610351562","8.140660285949707","31.299999237060547","5.560999870300293","1.3220700025558472","2.375999927520752","1.2356899976730347",".02672000043094158",".6666799783706665",".5835400223731995","3.4119999408721924","15.456000328063965",".04946000128984451","8.777000427246094","40.2599983215332","164.39999389648438","78.97654724121094","171.38600158691406","7.431000232696533",".11095000058412552","0","10.800000190734863","13.930000305175781","18.756999969482422","81.85199737548828"
"B45G0006",,"L1998-07-9291","1","1","129.0","130.5","5.316490173339844","4.447999954223633","183.1999969482422","9.389849662780762","37.20000076293945","8.937999725341797","2.235179901123047","3.494999885559082","1.4220399856567383",".047200001776218414","1.056689977645874",".5413699746131897","5.184000015258789","17.87299919128418",".0731699988245964","11.598999977111816","50.762001037597656","339.3999938964844","73.70745849609375","198.177001953125","10.439000129699707",".1976500004529953","< 0","26.200000762939453","16.860000610351562","28.64699935913086","118.77400207519531"
"B45G0006",,"L1998-07-9293","1","1","130.0","132.7","3.1002800464630127","3.7939999103546143","148.6999969482422","5.060719966888428","24.5","3.927999973297119",".8777199983596802",".6200000047683716","1.0279799699783325",".016450000926852226",".35398998856544495",".4394499957561493","3.0899999141693115","11.626999855041504",".03731999918818474","5.785999774932861","33.43199920654297","103.0999984741211","85.83878326416016","109.21900177001953","6.131999969482422",".06610000133514404","< 0","6.300000190734863","12.508000373840332","13.366999626159668","60.46900177001953"
"B45G0006",,"L1998-07-9294","1","1","132.7","135.5","3.4310500621795654","11.144000053405762","146.6999969482422","6.496429920196533","28.5","4.909999847412109","1.2437000274658203","1.0230000019073486","1.0310399532318115",".023959999904036522",".5578299760818481",".44227999448776245","3.7279999256134033","13.982999801635742",".05150999873876572","10.029000282287598","34.19499969482422","504.1000061035156","82.81548309326172","133.26800537109375","8.170999526977539",".11316999793052673","< 0","11.199999809265137","14.531999588012695","17.70599937438965","121.90799713134766"
"B45G0006",,"L1998-07-9295","1","1","135.5","138.5","3.0037899017333984","12.079999923706055","148.1999969482422","3.739530086517334","18","4.169000148773193",".9221699833869934","1.027999997138977",".944100022315979",".014770000241696835",".2501800060272217",".32249999046325684","3.556999921798706","11.552000045776367",".03581999987363815","8.154999732971191","32.689998626708984","483","87.73763275146484","75.20600128173828","6.9730000495910645",".06752000004053116","< 0","6.5","11.300999641418457","13.491999626159668","62.47600173950195"
"B45G0006",,"L1998-07-9296","1","1","138.5","139.5","3.231450080871582","2.4590001106262207","150.60000610351562","5.193510055541992","23.799999237060547","4.223999977111816",".9848099946975708",".9639999866485596","1.0270899534225464",".01761999912559986",".3919200003147125",".42353999614715576","4.2210001945495605","12.00100040435791",".04094000160694122","10.477999687194824","34.27199935913086","119.5999984741211","85.4452133178711","110.14299774169922","6.5920000076293945",".0814799964427948","< 0","5.099999904632568","13.350000381469727","15.574000358581543","85.56999969482422"
