"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000038001","IMBRO/A","2023-01-16T14:54:25+01:00","1996-04-11T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","268.26","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","110.3","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","10.9","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.67","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1996-04-11","13.49","ug/l",,,,"goedgekeurd"
"arseen","310","As","1996-04-11","1.648","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1996-04-11","61.387","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1996-04-11","44.986","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1996-04-11","1.498","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1996-04-11","0.699","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1996-04-11","0.09","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1996-04-11","183.475","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1996-04-11","395.166","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1996-04-11","34.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1996-04-11","2.776","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1996-04-11","24.407","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1996-04-11","2.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1996-04-11","0.014","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1996-04-11","23.956","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1996-04-11","3.046","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1996-04-11","98.085","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1996-04-11","175.991","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1996-04-11","26.465","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1996-04-11","0.214","ug/l",,,,"goedgekeurd"
,,,,,,,,,
