"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000038000","IMBRO/A","2023-01-16T14:54:22+01:00","1995-06-27T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","122.5","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","11.0","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.78","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1995-06-27","40.47","ug/l",,,,"goedgekeurd"
"arseen","310","As","1995-06-27","1.573","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1995-06-27","67.429","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1995-06-27","44.281","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1995-06-27","1.508","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1995-06-27","0.635","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1995-06-27","289.845","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1995-06-27","0.093","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1995-06-27","223.09","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1995-06-27","430.214","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1995-06-27","56.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1995-06-27","2.933","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1995-06-27","26.838","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1995-06-27","8.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1995-06-27","0.014","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1995-06-27","24.553","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1995-06-27","3.404","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1995-06-27","104.624","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1995-06-27","193.847","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1995-06-27","25.774","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1995-06-27","0.202","ug/l",,,,"goedgekeurd"
,,,,,,,,,
