"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000027148","IMBRO/A","2023-01-13T09:34:13+01:00","1997-08-21T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","6.74","1","goedgekeurd",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","210.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","413.92","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1997-08-21","29.678","ug/l",,,,"goedgekeurd"
"arseen","310","As","1997-08-21","0.15","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1997-08-21","102.311","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1997-08-21","456.49","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1997-08-21","0.863","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1997-08-21","0.699","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1997-08-21","0.266","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1997-08-21","0.288","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1997-08-21","657.15","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1997-08-21","11879.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1997-08-21","4.027","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1997-08-21","12.033","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1997-08-21","683.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1997-08-21","2.27","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1997-08-21","212.129","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1997-08-21","0.986","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1997-08-21","6.539","ug/l",,,"<","goedgekeurd"
"boor","386","B","1997-08-21","45.402","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1997-08-21","192.809","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1997-08-21","0.028","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1997-08-21","0.045","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
