"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000059664","IMBRO/A","2025-04-11T00:35:39+02:00","1993-11-16T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"sulfaat","1508","SO4","1993-11-16","320.0","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-16","1.68","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-16","5500.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1993-11-16","6.75","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-16","300.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-16","12000.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-16","500.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-16","290.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-16","185.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-16","2320.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-16","6.7","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-16","1381.0","mS/m",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-16","930.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
