"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052588","IMBRO/A","2025-04-10T13:50:26+02:00","2001-11-27T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","2001-11-27","0.78","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2001-11-27","5.0","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","2001-11-27","730.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2001-11-27","48.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2001-11-27","86.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2001-11-27","61.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2001-11-27","8300.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2001-11-27","290.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2001-11-27","1.1","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2001-11-27","110.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2001-11-27","0.5","mg/l",,,"<","goedgekeurd"
"aluminium","284","Al","2001-11-27","5.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2001-11-27","23.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2001-11-27","0.4","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2001-11-27","2.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2001-11-27","2.5","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2001-11-27","5.0","ug/l",,,"<","goedgekeurd"
"chloride","508","Cl","2001-11-27","34.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2001-11-27","75.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2001-11-27","7.7","1",,,,"goedgekeurd"
"zink","1693","Zn","2001-11-27","10.0","ug/l",,,"<","goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2001-11-27","2.7","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2001-11-27","130.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2001-11-27","0.01","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
