"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058257","IMBRO/A","2025-04-10T22:25:38+02:00","2004-01-07T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","9.9","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"waterstofcarbonaat","374","HCO3","2004-01-07","873.0","mg/l",,,,"onbeslist"
"stikstof Kjeldahl","4064","NKj","2004-01-07","0.6","mg/l",,,,"onbeslist"
"zink","1693","Zn","2004-01-07","76.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2004-01-07","2.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2004-01-07","7.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2004-01-07","0.4","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2004-01-07","26.0","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2004-01-07","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2004-01-07","0.25","mg/l",,,"<","onbeslist"
"chloride","508","Cl","2004-01-07","919.0","mg/l",,,,"onbeslist"
"ammonium","289","NH4","2004-01-07","0.87","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2004-01-07","360.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2004-01-07","6990.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2004-01-07","73.2","mg/l",,,,"onbeslist"
"calcium","447","Ca","2004-01-07","84.0","mg/l",,,,"onbeslist"
"kalium","920","K","2004-01-07","24.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-01-07","659.0","mg/l",,,,"onbeslist"
"Zuurgraad","1398","pH","2004-01-07","7.3","1",,,,"goedgekeurd"
"aluminium","284","Al","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2004-01-07","1.23","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2004-01-07","380.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2004-01-07","0.03","mg/l",,,,"goedgekeurd"
,,,,,,,,,
