"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005395","IMBRO/A","2022-12-02T21:31:37+01:00","1981-07-09T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","140.6","mS/m","onbeslist",,,,
"waterstofcarbonaat","374","HCO3","1580.0","mg/l","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.5","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1981-07-09","5500.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1981-07-09","3000.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1981-07-09","280.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1981-07-09","5200.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1981-07-09","95.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1981-07-09","11.67","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1981-07-09","0.006","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1981-07-09","0.02","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1981-07-09","1.0","mg/l",,,"<","onbeslist"
"fosfaat","1334","PO4","1981-07-09","1.4","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1981-07-09","315.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
